Throughput
21.7
16.11
6.94
14.88
12.11
39.06
15.62
13.59
12.21
42.23
7.66
12.02
20.29
2.37
8.01
28.41
37.2
10.42
39.06
33.24
15.94
40.06
24.04
65.1
57.87
35.51
63.78
65.1
63.78
19.65
14.14
41.12
55.8
35.51
63.78
72.67
67.93
34.34
67.93
66.49
69.44
65.1
16.89
20.97
32.22
27.9
8.66
33.97
56.82
37.2
30.34
36.34
63.78
22.98
37.65
39.06
36.34
30.34
66.49
26.04
43.4
3.8
28.41
19.41
43.4
69.44
20.56
63.78
19.53
61.27
26.04
42.81
40.58
67.93
22.98
12.21
15.39
16.19
45.29
41.67
67.93
29.76
65.1
20.42
44.01
31.25
66.49
33.97
38.11
28.41
69.44
39.56
19.05
11.7
25.83
24.22
35.51
28.67
71.02
23.5
35.92
44.01
65.1
28.15
24.61
42.81
30.94
34.72
12.11
18.6
53.88
31.57
45.29
65.1
26.48
72.67
69.44
30.34
41.12
67.93
26.94
21.85
61.27
55.8
6.93
15.78
28.15
60.1
32.55
23.32
62.5
20.56
24.04
38.58
20.42
11.97
16.53
45.96
88.03
9.74
44.33
82.24
64.43
88.03
86.81
41.12
45.96
44.33
44.96
80.13
36.98
75.3
54.35
35.92
31.89
71.02
80.13
74.4
76.22
66.49
71.84
62.5
78.12
73.53
64.43
71.84
77.16
57.34
7.81
17.56
74.4
71.84
70.22
79.11
78.12
77.16
78.12
71.84
74.4
120.19
126.69
130.21
120.19
52.67
48.32
41.12
27.25
101.9
52.08
49.87
80.82
52.08
31.67
79.45
146.48
29.67
126.69
15.52
7.77
21.5
3.9
11.0
14.2
36.34
14.33
17.96
10.7
24.04
23.67
34.72
21.11
32.55
15.62
11.0
18.83
34.72
16.98
8.22
5.62
28.41
11.0
8.98
33.97
23.32
11.66
12.5
9.95
21.11
34.72
36.34
27.9
15.02
2.77
5.64
8.45
11.16
29.48
9.65
34.72
28.94
16.45
10.7
24.04
11.32
31.89
33.24
12.11
11.49
6.23
10.35
27.41
24.8
10.85
10.08
9.95
24.8
18.83
25.61
20.83
30.64
12.02
35.51
33.97
14.6
5.66
9.03
20.56
32.55
12.02
17.17
13.59
11.16
11.0
33.97
25.61
34.72
16.11
20.29
25.61
21.11
8.1
9.19
33.97
20.56
32.55
19.05
10.42
10.15
19.05
25.61
33.24
32.55
12.91
24.8
10.02
13.47
13.95
5.44
6.57
30.64
11.16
10.35
23.32
33.97
15.32
13.83
18.17
26.04
10.7
34.72
29.48
15.17
11.24
15.62
46.64
14.81
21.26
41.12
22.64
11.7
10.31
18.27
19.17
30.34
23.67
26.04
30.94
27.41
44.01
17.36
44.01
11.7
42.81
15.78
12.81
18.71
28.67
36.34
17.46
29.21
17.17
20.42
22.64
18.17
26.26
17.56
22.48
12.3
10.45
19.41
15.17
37.2
35.51
30.94
33.6
17.27
28.94
38.11
34.34
27.9
17.86
9.11
10.52
17.27
26.94
11.16
41.67
26.04
22.01
23.85
25.61
28.94
23.32
20.16
22.98
6.72
10.89
31.89
43.4
24.22
30.94
44.01
24.04
23.67
32.22
33.24
25.2
32.22
20.16
10.85
7.42
9.98
38.11
21.85
26.04
22.48
24.22
54.82
29.07
31.89
61.27
28.03
31.73
6.73
24.04
57.87
54.35
58.41
38.11
57.34
54.82
54.35
48.45
43.71
50.81
50.4
22.08
22.16
50.81
52.52
26.71
32.72
37.43
54.35
35.11
35.11
33.78
30.79
32.38
20.76
25.1
33.97
56.31
51.23
120.19
29.3
31.89
123.36
31.89
42.23
31.04
43.0
36.91
36.91
117.19
130.21
86.81
19.05
126.69
58.59
42.23
41.85
37.2
39.72
58.59
57.87
9.53
13.95
12.4
24.41
22.32
4.48
5.3
26.94
12.91
11.84
18.17
31.25
22.32
12.7
11.84
12.3
16.28
12.6
17.36
9.59
6.59
6.23
16.62
14.88
17.76
20.03
14.88
13.59
7.77
17.36
11.41
14.47
10.85
13.35
6.48
5.37
10.21
9.95
18.83
15.17
30.64
9.41
26.48
16.45
17.36
12.91
29.48
15.62
30.05
9.95
5.48
31.89
17.36
26.04
9.7
26.94
9.36
17.36
27.9
10.02
16.11
10.28
20.83
17.36
6.62
5.58
11.08
13.13
13.13
8.27
2.88
6.65
27.9
5.77
6.76
8.27
24.04
5.66
6.54
7.07
12.11
30.05
5.85
31.25
12.81
13.71
15.02
11.84
15.78
11.66
28.41
25.2
12.81
5.44
27.41
15.02
30.05
26.48
10.85
28.41
19.05
12.5
24.41
12.11
12.91
38.11
42.23
12.97
10.18
41.67
17.08
15.86
34.72
41.12
17.76
26.26
34.34
26.94
28.15
43.4
44.01
20.97
10.35
9.77
42.81
45.96
34.34
24.8
31.57
44.64
40.58
41.67
44.64
43.4
44.01
42.81
14.88
10.21
44.64
42.23
44.01
40.58
28.15
42.81
44.01
45.96
30.94
17.76
31.89
43.4
42.23
16.45
9.77
21.85
26.48
38.58
32.89
30.64
26.94
29.76
20.16
15.24
34.72
33.24
23.67
9.65
12.07
43.4
42.23
25.41
21.26
36.76
21.85
22.48
43.4
17.86
31.25
28.67
28.67
27.9
11.66
9.92
44.01
22.32
23.15
31.25
20.83
41.67
45.96
22.01
18.94
28.41
31.57
18.17
11.16
12.7
27.17
20.56
24.8
28.94
23.5
26.04
24.22
20.7
21.85
39.56
48.08
33.6
16.45
26.26
31.25
30.05
52.97
21.85
50.0
40.06
51.23
36.34
32.55
34.72
33.07
31.73
26.71
30.34
56.31
52.08
53.88
51.23
28.41
29.21
29.34
32.72
31.89
55.8
20.63
17.66
18.06
44.33
37.2
30.94
26.48
48.08
44.01
31.09
42.52
29.48
31.57
104.17
130.21
15.62
17.23
126.69
82.24
45.96
37.5
42.23
34.98
43.0
123.36
60.1
39.72
33.72
30.24
37.5
49.34
34.47
130.21
10.49
17.76
26.94
28.94
22.32
29.48
19.78
10.15
12.4
9.59
13.83
26.04
7.93
10.85
12.81
27.41
10.15
5.16
14.33
10.93
12.5
10.85
12.81
11.75
5.83
19.29
10.49
5.87
29.48
25.2
7.2
11.84
13.13
8.4
9.53
10.08
11.41
13.47
19.29
13.02
1.77
6.54
5.99
12.91
14.88
12.6
16.98
11.93
14.6
14.6
13.24
28.94
11.08
27.9
5.21
7.81
11.84
17.56
7.51
12.3
10.28
16.28
9.83
12.21
6.08
10.08
1.47
15.47
22.32
33.97
10.85
4.98
5.77
20.03
14.88
18.17
18.83
39.06
10.02
4.1
11.16
7.58
20.56
40.06
24.04
63.78
19.65
35.51
33.24
63.78
30.05
33.24
39.56
16.19
27.65
12.86
14.53
31.25
15.55
33.24
50.4
21.26
65.1
65.1
29.48
18.71
38.11
45.96
63.78
58.96
66.49
11.41
16.89
67.93
66.49
39.56
67.93
74.4
69.44
62.5
66.49
63.78
39.56
67.93
63.78
66.49
69.44
61.27
22.01
15.55
30.64
58.96
61.27
33.24
48.08
18.49
32.22
18.49
44.64
65.1
30.05
35.11
42.81
21.55
13.89
16.62
65.1
66.49
11.66
29.48
60.1
37.2
19.9
45.29
28.41
56.82
37.65
39.56
18.71
55.8
16.8
15.39
30.34
48.83
14.81
41.12
31.57
65.1
22.81
38.11
65.1
33.97
71.02
26.71
15.47
36.76
22.16
14.47
67.93
35.51
61.27
71.02
34.72
26.48
38.11
63.78
30.94
65.1
27.17
52.08
4.23
6.43
18.06
11.62
20.97
18.06
65.1
63.78
31.57
33.97
97.66
40.85
39.31
43.1
90.58
27.29
91.91
68.68
23.32
27.41
57.34
93.28
20.23
83.33
18.33
23.95
34.34
23.76
36.98
21.04
94.7
16.45
30.05
28.94
96.15
45.96
91.91
14.3
88.03
22.08
27.65
21.63
30.19
25.41
20.1
30.19
93.28
62.5
40.58
146.48
38.74
95.66
142.05
151.21
151.21
50.95
57.87
68.93
24.29
53.88
130.21
126.69
52.08
8.05
21.7
91.91
55.8
28.94
58.59
72.12
146.48
43.4
38.11
35.51
10.63
35.51
18.6
33.24
3.28
10.15
31.25
16.11
37.2
16.98
11.57
36.34
16.62
22.01
31.89
21.7
36.34
18.17
25.2
34.72
10.63
11.75
8.4
26.94
21.11
36.34
36.34
13.47
9.7
19.53
10.78
17.56
8.31
11.0
36.34
13.13
8.49
10.49
8.78
25.2
22.32
10.93
10.63
15.62
5.79
5.16
2.29
6.68
5.33
8.78
4.91
8.54
6.71
16.98
10.21
22.32
17.17
20.03
13.47
14.33
10.78
20.29
24.41
10.15
35.51
10.7
10.85
8.63
15.47
13.59
19.78
21.11
34.72
13.59
26.04
22.32
33.97
17.56
10.49
20.56
36.34
10.28
5.92
11.24
1.34
9.3
37.2
33.97
13.59
10.08
10.21
9.25
11.75
9.3
36.34
14.33
25.2
12.11
8.36
8.31
26.94
22.32
12.5
9.95
18.83
31.25
16.8
5.62
5.62
22.98
32.55
6.96
10.96
10.85
14.33
54.82
55.8
21.4
21.4
19.9
37.2
52.08
52.08
48.83
55.8
53.88
42.81
52.97
8.29
10.28
51.23
52.97
54.82
53.88
52.97
37.65
56.82
53.88
35.92
22.64
20.56
56.82
19.9
33.97
10.81
19.65
11.53
25.83
19.41
22.48
32.89
28.15
12.02
57.87
52.08
20.29
19.41
35.51
17.56
15.62
10.7
37.65
20.29
19.78
25.61
22.81
49.6
18.27
54.82
57.87
39.06
18.83
51.23
51.23
18.94
20.03
25.61
20.83
24.41
52.08
30.94
17.17
48.83
24.41
19.53
51.23
22.81
56.82
22.81
9.62
10.7
14.6
40.06
18.71
52.08
54.82
21.55
44.01
24.8
19.53
41.12
19.78
19.29
9.16
13.59
20.7
15.78
53.88
22.01
21.85
21.7
24.8
35.92
54.82
57.87
36.34
22.48
18.27
60.68
23.06
20.16
48.45
32.22
48.45
25.93
43.1
56.82
66.49
65.79
38.58
33.97
32.05
46.64
19.47
18.88
56.82
70.22
60.1
39.31
43.71
66.49
29.07
53.88
44.01
19.84
32.22
45.62
19.11
38.82
50.0
53.42
45.29
23.76
45.96
39.31
46.64
66.49
109.01
35.24
91.91
37.2
66.96
120.19
18.9
15.07
79.45
53.27
93.75
41.12
43.81
61.68
142.05
44.64
30.84
47.83
31.04
32.11
39.72
18.31
8.22
6.88
12.91
13.02
